"district","total_ntd","land_area","main_building_material","building_area","num_room","num_hall","num_toilet","transaction_year","transaction_month","building_age","mlr_resid"
"Songshan District",20180000,40,"Strengthen brickwork",111.3,3,2,2,2019,10,1956,270.975669915151
"Zhongshan Area",19100000,29.55,"Strengthen brickwork",113.57,3,2,2,2019,10,1952,410.648017330731
"Xinyi District",10200000,26.06,"Strengthen brickwork",101.59,3,2,2,2019,9,1950,-642.799618115707
"Xinyi District",19100000,25.72,"Strengthen brickwork",91.99,3,2,2,2019,10,1951,758.753968372583
"Nangang District",17800000,35,"Strengthen brickwork",95.43,3,2,2,2019,10,1960,50.4432526095794
"Beitou",14800000,32.6,"Strengthen brickwork",81.35,3,2,2,2019,9,1945.75,168.256419678431
"Xinyi District",8400000,35.01,"Strengthen brickwork",91.65,3,2,2,2019,10,1950,-718.756696351757
"Songshan District",9300000,27.2,"Strengthen brickwork",98.74,3,2,1,2019,9,1951,-892.233410433962
"Zhongzheng District",26000000,24.2,"Strengthen brickwork",124.67,3,2,2,2019,10,1944,-94.8294795339379
"Xinyi District",18080000,45,"Strengthen brickwork",152.16,3,2,2,2019,8,1953,-701.841514880728
"Beitou",12000000,17.4,"Strengthen brickwork",60.12,3,2,1,2019,11,1945.75,307.030886108472
"Beitou",10870000,26.25,"Strengthen brickwork",71.94,3,2,1,2019,10,1959,-25.4514959731829
"Songshan District",17600000,30.39,"Strengthen brickwork",107.57,3,2,2,2019,10,1944,-33.3455825899755
"Zhongshan Area",13250000,34.1,"Strengthen brickwork",119.06,3,2,2,2019,10,1945,-500.505348534796
"Zhongshan Area",17000000,47.06,"Strengthen brickwork",115.93,3,2,2,2019,11,1947,63.8799972881107
"Zhongshan Area",17000000,32.04,"Strengthen brickwork",124.28,3,2,1,2019,10,1946,-90.1847817439616
"Wenshan District",13950000,12.76,"Strengthen brickwork",124.97,3,2,2,2019,9,1947,-291.589388821554
"shihlin",16000000,21.97,"Strengthen brickwork",87.8,3,2,2,2019,10,1931,588.026668353515
"Wenshan District",9680000,17.51,"Strengthen brickwork",63.09,3,1,1,2019,11,1939.833333,586.412765899385
"Zhongshan Area",12770000,39.35,"Strengthen brickwork",88.37,3,2,1,2019,10,1949,181.550730787784
"Songshan District",32500000,52.07,"Strengthen brickwork",136.36,3,3,2,2019,10,1953,749.069158440349
"Neihu District",13500000,26.6,"Strengthen brickwork",94.94,3,1,2,2019,6,1943.285714,131.942869029832
"Daan District",13200000,23.64,"Strengthen brickwork",116.84,3,2,2,2019,11,1946,-325.438132230515
"Xinyi District",27680000,27.07,"Strengthen brickwork",133.69,3,2,2,2019,11,1949,704.881162671045
"Xinyi District",12000000,10.05,"Strengthen brickwork",70.95,3,1,2,2019,11,1945,426.02174037253
"Zhongzheng District",25500000,39.5,"See other registration items",111.17,3,2,2,2019,10,1961,14.0885165769847
"Songshan District",20800000,16.83,"Strengthen brickwork",92.51,3,2,1,2019,10,1947,734.144440355265
"Beitou",14100000,27.69,"Strengthen brickwork",53.83,3,2,2,2019,10,1945.75,695.505051358124
"Daan District",16800000,33.95,"Strengthen brickwork",130.73,3,1,2,2019,11,1949,-10.584924841867
"Songshan District",15200000,26.22,"Strengthen brickwork",99.06,3,2,2,2019,10,1946,-121.734603412031
"Daan District",11750000,26.12,"Strengthen brickwork",85.25,3,2,1,2019,10,1951,244.824793765022
"Xinyi District",25700000,42.1,"Strengthen brickwork",157.85,3,2,2,2019,10,1949,-36.6161771733874
"Nangang District",32800000,22.02,"Strengthen brickwork",129.13,3,2,2,2019,11,1945,696.392208625812
"Beitou",13500000,22.4,"Strengthen brickwork",90.27,3,2,1,2019,11,1942,-188.287449321764
"Nangang District",33000000,14.76,"Strengthen brickwork",160.53,3,2,2,2019,10,1947,30.4762823266961
"Songshan District",29080000,47.09,"Strengthen brickwork",155.53,3,2,2,2019,9,1930,-29.5908542588191
"Zhongshan Area",12150000,24.72,"Strengthen brickwork",87.32,3,2,1,2019,10,1947,109.119854230643
"Songshan District",18100000,34.75,"Strengthen brickwork",120.1,3,2,1,2019,10,1956,-125.702243185002
"Wenshan District",7600000,24,"Strengthen brickwork",83.84,3,1,1,2019,10,1949,-163.987129537755
"Datong District",23700000,21.71,"Strengthen brickwork",141.41,3,2,1,2019,9,1956,-323.205488925237
"Wenshan District",8200000,16.14,"Strengthen brickwork",76.05,3,2,2,2019,11,1949,-52.0988015427876
"Beitou",19000000,18.14,"Strengthen brickwork",101.46,3,2,2,2019,10,1938,179.842785397207
"Nangang District",30880000,25.42,"Strengthen brickwork",132.82,3,2,2,2019,10,1950,479.416868728565
"Beitou",19200000,26.13,"Strengthen brickwork",127.6,3,2,2,2019,10,1934,-416.859053105144
"Songshan District",17660000,52.75,"Strengthen brickwork",159.63,3,2,2,2019,11,1956,-1101.7225414204
"Songshan District",20300000,20.23,"Strengthen brickwork",107.8,3,2,2,2019,10,1942,261.382044503483
"Daan District",12380000,30.75,"Strengthen brickwork",92.93,3,2,2,2019,11,1956,169.431575988043
"Zhongshan Area",14380000,27.8,"Strengthen brickwork",101.08,3,2,2,2019,10,1950,96.0930742996908
"Zhongzheng District",29000000,46.25,"See other registration items",128.48,3,2,2,2019,10,1961,-40.4368515777718
"Xinyi District",30280000,29.14,"Strengthen brickwork",197.82,3,2,1,2019,10,1929,-613.312574262891
"Xinyi District",25000000,41.42,"Strengthen brickwork",156.64,3,2,2,2019,11,1946,-100.160478943739
"Nangang District",27200000,28.72,"Strengthen brickwork",145.76,3,2,2,2019,10,1951,-144.765935636911
"Songshan District",27800000,27.67,"Strengthen brickwork",137.97,3,1,1,2019,10,1955,630.395535390092
"Zhongshan Area",13660000,38.27,"Strengthen brickwork",105.13,3,2,1,2019,10,1945,-101.367739005135
"shihlin",10800000,33.05,"Strengthen brickwork",94.3,3,2,1,2019,10,1942,-154.23258198778
"shihlin",17270000,28.43,"Strengthen brickwork",111.97,3,2,2,2019,10,1931,200.881949576904
"Songshan District",17180000,19.81,"Strengthen brickwork",106.36,3,2,2,2019,10,1945,-42.9851837529379
"Beitou",17700000,32,"Strengthen brickwork",90.93,3,2,1,2019,10,1959,457.831648733907
"Beitou",14500000,35.25,"Strengthen brickwork",104.88,3,2,1,2019,10,1956.675,-273.038116961981
"Daan District",10160000,33.33,"See other registration items",82.41,3,2,1,2019,11,1957,-156.09349766986
"Xinyi District",10397000,36.13,"Strengthen brickwork",105.15,3,2,2,2019,11,1944,-739.802798836348
"Zhongzheng District",29000000,32.8,"Strengthen brickwork",113.73,3,2,2,2019,8,1946,441.64978663856
"Zhongzheng District",19300000,33.37,"Strengthen brickwork",76.54,3,2,1,2019,10,1960.071429,431.336443425874
"Wanhua District",16140000,30.2,"Strengthen brickwork",105.79,3,1,2,2019,10,1954,422.690328232798
"Zhongzheng District",33680000,27.15,"Strengthen brickwork",125.51,3,2,2,2019,10,1954,669.076721552477
"Daan District",5500000,9.4,"Strengthen brickwork",48.51,3,1,2,2019,10,1926,-102.222702992814
"Beitou",17000000,27.38,"Strengthen brickwork",97.31,3,2,2,2019,10,1951,135.418284492329
"Zhongshan Area",10800000,29.43,"Strengthen brickwork",102.1,3,2,1,2019,10,1949,-406.639285266785
"Xinyi District",13680000,26.25,"See other registration items",95.4,3,2,2,2019,10,1960,-187.970502300483
"Xinyi District",11000000,19.75,"Strengthen brickwork",72.05,3,2,1,2019,11,1953,206.398696889606
"Beitou",12880000,32,"See other registration items",77.84,3,2,1,2019,10,1956.675,-157.360436994489
"Neihu District",18350000,42.2,"Strengthen brickwork",114.71,3,2,2,2019,11,1942,153.393534626485
"Zhongshan Area",17380000,31.44,"Strengthen brickwork",118.67,3,2,2,2019,10,1948,62.4642200008109
"Zhongshan Area",16460000,39.17,"Strengthen brickwork",104.25,3,2,1,2019,10,1946,286.912937660693
"shihlin",11500000,29.72,"Strengthen brickwork",92.77,3,2,2,2019,10,1945.885714,-17.0953354204027
"Zhongshan Area",12000000,31.66,"Strengthen brickwork",95.2,3,2,2,2019,10,1950,-102.780784339609
"Beitou",5000000,11.88,"Strengthen brickwork",28.36,3,2,2,2019,11,1956,-162.114037173627
"Daan District",5700000,29.37,"Strengthen brickwork",81.44,3,1,1,2019,10,1951,-571.419939034419
"Xinyi District",17500000,38.5,"Strengthen brickwork",130.86,3,2,2,2019,11,1947,-332.005835485681
"Zhongzheng District",18450000,29.2,"Strengthen brickwork",100.4,3,2,2,2019,11,1946.190476,-339.586187625329
"Zhongzheng District",28300000,24.2,"Strengthen brickwork",124.67,3,2,2,2019,10,1944,125.925438181432
"Beitou",24000000,23.2,"Strengthen brickwork",129.79,3,2,2,2019,10,1949,172.791697794457
"Nangang District",19800000,31.25,"Strengthen brickwork",110.16,3,2,2,2019,10,1955.176471,-84.0168310878457
"Xinyi District",15800000,22.39,"Strengthen brickwork",121.28,3,2,2,2019,9,1953,-275.074652051398
"Daan District",11100000,39.25,"Strengthen brickwork",120.62,3,2,2,2019,10,1955,-650.475439456888
"Zhongzheng District",32000000,26.06,"Strengthen brickwork",135.96,3,2,2,2019,11,1953,284.44617554284
"Zhongshan Area",15650000,27.8,"Strengthen brickwork",99.67,3,2,2,2019,9,1950,288.919710598088
"Wanhua District",12900000,30.25,"See other registration items",92.24,3,2,3,2019,11,1960,-96.3149131356741
"Zhongzheng District",9000000,20.6,"Strengthen brickwork",71.41,3,2,2,2019,10,1947,-979.435995257743
"Daan District",12580000,31.25,"Strengthen brickwork",87.02,3,2,2,2019,11,1956,329.351282108137
"Nangang District",18800000,30.2,"Strengthen brickwork",100.93,3,2,2,2019,10,1950,-32.6194393475697
"Beitou",11400000,31.2,"Strengthen brickwork",106.89,3,2,2,2019,10,1948,-851.097294855853
"Zhongshan Area",11500000,32.25,"Strengthen brickwork",90.81,3,2,1,2019,10,1952,-27.4515377192773
"Wenshan District",18500000,29.46,"Strengthen brickwork",149.99,3,2,2,2019,10,1941,-338.124172275866
"Zhongshan Area",13000000,45.49,"Strengthen brickwork",123.24,3,2,2,2019,8,1941,-671.488937346939
"Beitou",21800000,35.5,"Strengthen brickwork",109.08,3,2,2,2019,11,1956,456.766524182663
"Neihu District",11000000,26.45,"Strengthen brickwork",95.7,3,2,1,2019,11,1955.6,-237.703203538459
"Nangang District",27080000,25.22,"Strengthen brickwork",133.69,3,2,2,2019,11,1949,101.544856716859
"Xinyi District",16300000,45.75,"Strengthen brickwork",117.06,3,2,1,2019,10,1957,-62.0284411342385
"Xinyi District",7500000,38.78,"Strengthen brickwork",93.47,3,2,2,2019,11,1949,-926.510186968488
"Zhongshan Area",10600000,30.31,"Strengthen brickwork",86.74,3,2,1,2019,10,1951,-78.9595558628827
"Xinyi District",27000000,34.08,"Strengthen brickwork",146.55,3,2,2,2019,9,1940,272.141193909145
"Beitou",23300000,21.52,"Strengthen brickwork",106.79,3,2,2,2019,10,1938.125,528.175894415539
"Zhongshan Area",13560000,35.58,"Strengthen brickwork",102.13,3,2,2,2019,10,1943,-97.138048333671
"shihlin",14100000,27.25,"Strengthen brickwork",94.5,3,2,2,2019,11,1956.9375,400.237104383658
"Zhongzheng District",25750000,28.85,"Strengthen brickwork",110.73,3,2,2,2019,11,1946.190476,209.185636933695
"Xinyi District",27600000,27.04,"Strengthen brickwork",128.56,3,2,2,2019,10,1936,705.448320271522
"Xinyi District",25000000,50,"Strengthen brickwork",132.95,3,2,2,2019,11,1950,455.767391252547
"Daan District",9400000,29.16,"Strengthen brickwork",102.58,3,2,2,2019,9,1943,-606.497307740634
"Nangang District",18800000,36.12,"Strengthen brickwork",99.98,3,2,1,2019,10,1955.176471,61.3476068852298
"Nangang District",27680000,43.5,"Strengthen brickwork",108.51,3,2,2,2019,11,1955.176471,760.171011039873
"Zhongshan Area",12380000,26.26,"Strengthen brickwork",86.85,3,2,1,2019,10,1947,151.610601772881
"Zhongshan Area",7560000,24.57,"Strengthen brickwork",81.92,3,2,1,2019,6,1946,-524.613991654724
"shihlin",3800000,18.5,"Strengthen brickwork",46.86,3,2,2,2019,11,1956.9375,-337.554729183479
"Wenshan District",8700000,14.55,"Strengthen brickwork",90.61,3,1,1,2019,11,1950,-106.64112256246
"Songshan District",10000000,29.5,"Strengthen brickwork",80.34,3,1,1,2019,11,1958,-168.36101918402
"Zhongshan Area",14980000,29.7,"Strengthen brickwork",109.22,3,2,2,2019,11,1946,-37.6603176407034
"Zhongshan Area",10000000,23.93,"Strengthen brickwork",109.24,3,2,1,2019,10,1947,-703.011302913005
"Beitou",8850000,29.25,"Strengthen brickwork",84.47,3,2,1,2019,11,1956.675,-644.772041943031
"Daan District",11400000,14.92,"Strengthen brickwork",107.35,3,2,2,2019,11,1949,-341.783391013063
"Xinyi District",21880000,43.1,"Strengthen brickwork",124.47,3,2,2,2019,9,1947,297.303427965918
"Daan District",9900000,9.67,"Strengthen brickwork",81.76,3,1,1,2019,11,1932,41.9642726547701
"Zhongzheng District",22000000,11.08,"Strengthen brickwork",77.63,3,2,2,2019,9,1940.777778,525.122960521916
"Zhongzheng District",16900000,29.5,"Strengthen brickwork",111.49,3,2,3,2019,11,1945,-815.770799594338
"Zhongzheng District",22280000,19.39,"Strengthen brickwork",101.3,3,2,1,2019,10,1945,93.0765554079816
"shihlin",2000000,8.15,"Strengthen brickwork",19.68,3,1,2,2019,11,1956.9375,-119.702607866257
"Datong District",26500000,18.92,"Strengthen brickwork",103.67,3,2,2,2019,11,1947,698.638974100471
"Beitou",15000000,28.33,"Strengthen brickwork",107.52,3,2,2,2019,11,1943,-404.367599654643
"Daan District",14500000,33.53,"Strengthen brickwork",118.22,3,2,2,2019,11,1950,-154.959687012917
"Zhongzheng District",11130000,5.97,"Strengthen brickwork",40.23,3,2,2,2019,11,1937,-16.8208360755653
"Xinyi District",26080000,35.34,"Strengthen brickwork",165.63,3,2,2,2019,10,1944,-209.134638688853
"Nangang District",18600000,31.5,"Strengthen brickwork",94.97,3,2,2,2019,11,1956,126.992820287148
"Nangang District",23260000,21.38,"Strengthen brickwork",109.8,3,2,2,2019,10,1952,277.155121187869
"Beitou",14000000,28.14,"Strengthen brickwork",108.88,3,2,2,2019,10,1945,-552.523914868955
"Zhongshan Area",18230000,48.27,"Strengthen brickwork",128.06,3,2,2,2019,11,1932,-180.640056048231
"shihlin",13000000,32.25,"Strengthen brickwork",94,3,2,1,2019,11,1958,302.376821440075
"Zhongzheng District",16680000,16.5,"Strengthen brickwork",68.06,3,1,1,2019,10,1965,500.851956818583
"Zhongzheng District",30500000,11.36,"Strengthen brickwork",104.27,3,2,2,2019,10,1950,838.918662925807
"Zhongzheng District",21660000,19.94,"Strengthen brickwork",103.1,3,2,1,2019,10,1945,-13.5281853688603
"Xinyi District",10201960,36.75,"Strengthen brickwork",134.2,3,2,2,2019,11,1949,-1378.8752295374
"Xinyi District",22300000,17.59,"Strengthen brickwork",134,3,2,2,2019,11,1942,108.335892734902
"Nangang District",14500000,27.62,"Strengthen brickwork",90.47,3,2,1,2019,11,1955,-248.695304674099
"Nangang District",19500000,25.5,"Strengthen brickwork",90.95,3,2,2,2019,11,1951,283.150577907549
"Songshan District",16300000,29.1,"Strengthen brickwork",103.72,3,2,2,2019,10,1949,-64.730467247867
"Zhongshan Area",10500000,31.19,"Strengthen brickwork",84.47,3,2,2,2019,11,1953,-60.3179361002991
"shihlin",10750000,23.37,"Strengthen brickwork",82.62,3,2,2,2019,11,1950,135.792339721657
"Wanhua District",20380000,33.12,"Strengthen brickwork",146.71,3,2,2,2019,10,1931,-319.524332319209
"Zhongshan Area",10000000,28.65,"Strengthen brickwork",112.02,3,2,3,2019,11,1949,-818.406973191661
"Zhongshan Area",16700000,34.58,"Strengthen brickwork",104.34,3,2,1,2019,10,1946,316.86367986787
"Songshan District",16650000,31,"Strengthen brickwork",109.98,3,2,2,2019,11,1951,-143.825623743642
"Beitou",22000000,22.47,"Strengthen brickwork",122.26,3,1,1,2019,10,1938.125,221.363755255843
"Nangang District",26000000,15.57,"Strengthen brickwork",123.3,3,2,2,2019,11,1951,249.771911322319
"Beitou",17540000,43.25,"Strengthen brickwork",115.97,3,2,2,2019,11,1955,-190.13849393551
"Neihu District",9650000,29.56,"Strengthen brickwork",100.69,3,2,2,2019,10,1943.285714,-696.42432548236
"Xinyi District",20800000,28.26,"Strengthen brickwork",111.59,3,2,2,2019,11,1946,472.981227081519
"Daan District",4230000,32.75,"Strengthen brickwork",90.29,3,1,1,2019,12,1952,-1088.43357850551
"Daan District",16880000,49.25,"Strengthen brickwork",150.36,3,2,2,2019,10,1933,-718.302854283248
"Zhongzheng District",22000000,17.69,"Strengthen brickwork",118.05,3,2,2,2019,11,1944,-349.627510507836
"Zhongshan Area",12500000,31.51,"Strengthen brickwork",113.86,3,2,2,2019,11,1947,-469.069025748226
"Nangang District",17430000,40.75,"Strengthen brickwork",107.2,3,2,2,2019,11,1948,-352.642955022028
"Daan District",10800000,25.44,"Strengthen brickwork",84.14,3,2,2,2019,8,1950,80.7342937488758
"Zhongzheng District",29000000,11.4,"Strengthen brickwork",105.8,3,2,2,2019,10,1945,627.32752106032
"Nangang District",13100000,32.62,"Strengthen brickwork",88.12,3,2,1,2019,11,1956,-379.476951244688
"Beitou",21000000,34.25,"Strengthen brickwork",97.6,3,2,2,2019,11,1956,627.152869409978
"Xinyi District",25000000,27.55,"Strengthen brickwork",130.76,3,2,1,2019,10,1944,501.022863670802
"Daan District",15000000,38.87,"Strengthen brickwork",115.53,3,2,2,2019,10,1954,-3.34955658734953
"Zhongshan Area",12300000,27.38,"Strengthen brickwork",94.69,3,2,2,2019,11,1950,-43.496699232546
"Zhongshan Area",13600000,32.06,"Strengthen brickwork",113.97,3,2,2,2019,10,1944,-346.033805335487
"Zhongshan Area",13200000,25.4,"Strengthen brickwork",104.84,3,2,2,2019,11,1947,-166.825860489073
"Zhongshan Area",13380000,29.73,"Strengthen brickwork",92.19,3,2,2,2019,11,1950,161.750298399188
"Datong District",27980000,24.02,"Strengthen brickwork",116.32,3,2,2,2019,10,1943,520.904540874319
"Songshan District",10000000,31.95,"Strengthen brickwork",110.08,3,2,2,2019,11,1950,-1072.71792248448
"Nangang District",17000000,36.08,"Strengthen brickwork",99.22,3,2,2,2019,10,1948,-226.4034555311
"Zhongzheng District",32500000,38.6,"Strengthen brickwork",114.47,3,2,1,2019,9,1940,727.016828329423
"Beitou",13500000,21.2,"Strengthen brickwork",81.24,3,2,1,2019,11,1941,5.88828374270071
"Beitou",6870000,17.18,"Strengthen brickwork",53.28,3,2,2,2019,11,1949,-391.96065693656
"Zhongshan Area",12250000,23.72,"Strengthen brickwork",76.73,3,2,2,2019,11,1947,328.188461484233
"Zhongzheng District",19480000,34.77,"Strengthen brickwork",117.9,3,2,2,2019,11,1948,-600.411036467526
"Daan District",13560000,29.25,"Strengthen brickwork",98.91,3,2,2,2019,11,1946,120.844585027226
"Nangang District",21850000,16.46,"Strengthen brickwork",99.09,3,2,1,2019,11,1944.609756,348.570766949469
"Beitou",20880000,19.11,"Strengthen brickwork",100.42,3,2,2,2019,11,1948,495.461415554351
"Zhongshan Area",14000000,26.27,"Strengthen brickwork",94.69,3,2,2,2019,9,1946,154.599767331118
"Zhongshan Area",14680000,31.04,"Strengthen brickwork",102.03,3,2,1,2019,11,1937,45.9253544552524
"shihlin",14300000,30.32,"Strengthen brickwork",109.14,3,2,2,2019,11,1947,19.090040434457
"shihlin",8500000,17.51,"Strengthen brickwork",89.04,3,2,2,2019,10,1947,-394.03439091002
"shihlin",5730000,15.3,"Strengthen brickwork",53.59,3,2,2,2019,11,1949,-104.978344776428
"Wenshan District",10700000,34.85,"Strengthen brickwork",120.38,3,2,2,2019,11,1949,-643.959297492803
"Songshan District",13000000,13.52,"Strengthen brickwork",82.27,3,2,2,2019,10,1954,30.5163548672982
"Zhongshan Area",18300000,20.88,"Strengthen brickwork",111.77,3,2,2,2019,12,1944,304.251017931632
"Zhongshan Area",12670000,28.63,"Strengthen brickwork",99.74,3,2,2,2019,11,1944,-152.401570118549
"Zhongshan Area",9500000,24.77,"Strengthen brickwork",80.3,3,2,1,2019,11,1951,-103.253566558063
"Zhongshan Area",18150000,33.23,"Strengthen brickwork",119.88,3,2,2,2019,11,1935,24.6208901780972
"Nangang District",16000000,27,"Strengthen brickwork",76.01,3,2,2,2019,11,1956,239.759324823
"Neihu District",10800000,43.93,"Strengthen brickwork",105.1,3,2,2,2019,11,1955.6,-521.889914454795
"Daan District",13900000,12.89,"Strengthen brickwork",109.39,3,1,2,2019,11,1932,-29.1670407043721
"Datong District",24500000,27.68,"Strengthen brickwork",96.19,3,2,2,2019,11,1944.583333,643.450625759761
"Zhongshan Area",12000000,24.16,"Strengthen brickwork",79.6,3,2,1,2019,11,1948,270.645694030158
"Beitou",31900000,21.81,"Strengthen brickwork",119.85,3,2,2,2019,11,1945,1115.0086461324
"Daan District",10500000,48.5,"Strengthen brickwork",90.67,3,1,1,2019,11,1957,115.584452985118
"shihlin",8880000,27.01,"Strengthen brickwork",80.03,3,2,1,2019,12,1947,-93.9115012412992
"Xinyi District",23500000,22.48,"Strengthen brickwork",124.9,3,2,2,2019,11,1944,450.111245583847
"Beitou",4000000,13.19,"Strengthen brickwork",61.99,3,2,2,2019,11,1945,-1237.16166509645
"Beitou",12350000,20,"Strengthen brickwork",77.43,3,2,1,2019,11,1953,27.3694205312289
"Nangang District",17560000,38.25,"Strengthen brickwork",96.52,3,2,1,2019,11,1955.176471,-5.47834261230129
"Beitou",23000000,28,"Strengthen brickwork",85.07,3,2,1,2019,11,1955.666667,1155.40419975247
"Beitou",15950000,27.36,"Strengthen brickwork",116.54,3,2,2,2019,11,1944,-476.382016618009
"Zhongshan Area",12600000,42.88,"Strengthen brickwork",105.52,3,1,2,2019,11,1949,-118.188808990976
"Zhongshan Area",9000000,34.75,"Strengthen brickwork",84.57,3,1,1,2019,10,1953,-131.886132915837
"Songshan District",13500000,25.5,"See other registration items",86.92,3,2,1,2019,11,1962,-180.473122964915
"Wenshan District",15000000,35.9,"Strengthen brickwork",127.84,3,1,2,2019,10,1947,-86.76078270834
"shihlin",17000000,33.32,"Strengthen brickwork",119.63,3,1,2,2019,11,1935,170.016042521827
"shihlin",9060000,28.07,"Strengthen brickwork",98.5,3,2,1,2019,11,1950,-455.202076125383
"Datong District",28000000,64.75,"Strengthen brickwork",164.8,3,2,2,2019,12,1957.272727,-462.106468041701
"shihlin",22000000,40.29,"Strengthen brickwork",118.01,3,2,2,2019,10,1940,666.204949805721
"Wanhua District",14300000,27.5,"Strengthen brickwork",92.11,3,2,2,2019,10,1953,344.661966623888
"Zhongshan Area",16500000,33.26,"Strengthen brickwork",128.78,3,2,2,2019,11,1949,-260.512674906122
"Songshan District",19200000,8.08,"Strengthen brickwork",103.03,3,2,2,2019,11,1947,293.101584270166
"Nangang District",20380000,44.7,"Strengthen brickwork",121.14,3,2,2,2019,11,1955,-270.488053552085
"Beitou",14580000,27.05,"Strengthen brickwork",105.54,3,2,2,2019,10,1943,-416.645082607765
"Daan District",17000000,50,"See other registration items",97.81,3,2,1,2019,10,1959,440.258883258796
"Xinyi District",26500000,30.07,"Strengthen brickwork",158.02,3,2,2,2019,10,1946,20.4634644211808
"Xinyi District",16140000,16.62,"Strengthen brickwork",86.3,3,2,1,2019,11,1944,519.098807844769
"Zhongzheng District",25980000,44.75,"Strengthen brickwork",108.58,3,2,1,2019,11,1960.071429,416.614355006313
"Zhongzheng District",21960000,37.25,"See other registration items",98.34,3,2,2,2019,9,1964,-40.5909142017283
"shihlin",9210000,26,"Strengthen brickwork",87.27,3,2,1,2019,11,1956.9375,-123.28699119095
"Xinyi District",17900000,31.72,"Strengthen brickwork",120.07,3,2,2,2019,11,1944,-63.9555821377781
"Zhongzheng District",11560000,18.2,"Strengthen brickwork",65.76,3,2,1,2019,11,1947,-414.847362294761
"shihlin",12350000,24.54,"Strengthen brickwork",90.75,3,2,2,2019,11,1945.885714,156.43052718497
"Xinyi District",22800000,24.82,"Strengthen brickwork",115.54,3,2,2,2019,12,1945,595.500176903561
"Nangang District",30000000,26.36,"Strengthen brickwork",138.86,3,2,2,2019,10,1952,280.335168569279
"Beitou",20000000,41,"Strengthen brickwork",150.84,3,2,2,2019,12,1952,-704.394472083275
"Zhongshan Area",17620000,28.91,"Strengthen brickwork",110.88,3,2,2,2019,11,1936,173.119786828507
"Songshan District",26300000,24.56,"Strengthen brickwork",139.18,3,2,1,2019,10,1953,304.041724446473
"Zhongshan Area",23030000,28,"Strengthen brickwork",130.53,3,2,2,2019,11,1924,240.669573356427
"Zhongshan Area",18800000,35.61,"Strengthen brickwork",127.8,3,2,2,2019,11,1946,10.0130665454845
"Beitou",11000000,25.75,"Strengthen brickwork",63.9,3,2,1,2019,10,1956.675,155.332566754176
"Beitou",14500000,8.2,"Strengthen brickwork",72.92,3,2,2,2019,11,1938,273.64766785035
"Daan District",17800000,37.75,"Strengthen brickwork",95.61,3,2,2,2019,12,1954,792.898360578194
"Xinyi District",22880000,24.15,"Strengthen brickwork",114.9,3,2,2,2019,11,1945,615.965926487102
"Xinyi District",17500000,23.96,"Strengthen brickwork",109.03,3,2,2,2019,11,1945,147.055764206264
"Xinyi District",16000000,29.2,"Strengthen brickwork",106.42,3,2,2,2019,11,1952,75.0337583521711
"Zhongzheng District",15000000,23.4,"Strengthen brickwork",92.95,3,2,1,2019,10,1946.190476,-560.447774703725
"Xinyi District",17600000,36,"Strengthen brickwork",127.68,3,2,2,2019,11,1951,-215.823482441276
"Zhongzheng District",18000000,30.25,"Strengthen brickwork",81.04,3,1,1,2019,12,1960.071429,328.02683661497
"Xinyi District",26000000,29.2,"Strengthen brickwork",135.11,3,2,2,2019,11,1943,461.986057830924
"Zhongzheng District",10000000,8.37,"Strengthen brickwork",39.84,3,2,2,2019,12,1936.9,-181.555946996704
"Zhongzheng District",27000000,25.01,"Strengthen brickwork",120.17,3,2,2,2019,10,1945,110.265566793261
"Zhongzheng District",16680000,37.25,"Strengthen brickwork",105.52,3,2,2,2019,10,1960.071429,-561.183155127446
"Beitou",21500000,20.27,"Strengthen brickwork",101.77,3,2,2,2019,11,1946,516.087723737096
"Nangang District",19280000,30.4,"Strengthen brickwork",103.46,3,2,2,2019,10,1949.318182,-39.6250994552206
"Nangang District",11600000,30.75,"Strengthen brickwork",103.46,3,2,2,2019,11,1955,-976.934476662326
"Songshan District",16000000,23.4,"Strengthen brickwork",97.08,3,2,2,2019,11,1948,43.7743382150472
"Songshan District",20000000,13.11,"Strengthen brickwork",111.1,3,2,2,2019,12,1945,187.229994403705
"Zhongshan Area",10000000,21.66,"Strengthen brickwork",80.22,3,2,1,2019,11,1947,-51.6407274524976
"Zhongshan Area",14000000,40.46,"Strengthen brickwork",117.95,3,2,1,2019,10,1946,-334.941614928112
"Songshan District",13000000,18.01,"Strengthen brickwork",88.14,3,0,3,2019,11,1933,-20.9325522138592
"Datong District",27280000,24.02,"Strengthen brickwork",116.32,3,2,2,2019,11,1943,456.867047375751
"Datong District",17000000,25.75,"Strengthen brickwork",74.92,3,2,1,2019,12,1957.272727,430.998143369232
"shihlin",14600000,64.48,"Strengthen brickwork",134.17,3,2,2,2019,11,1956.9375,-439.197268405308
"shihlin",14780000,49.63,"Strengthen brickwork",112.03,3,2,2,2019,11,1956.9375,86.396582737616
"Datong District",26800000,26.86,"Strengthen brickwork",124.99,3,2,2,2019,11,1944,223.681457136353
"Wenshan District",15800000,35.6,"Strengthen brickwork",135.99,3,2,2,2019,11,1946,-312.819064004401
"Songshan District",23800000,47.09,"Strengthen brickwork",155.46,3,2,2,2019,11,1930,-536.993867442054
"Zhongshan Area",10400000,26.66,"Strengthen brickwork",88.09,3,2,1,2019,12,1946,-172.780783619824
