"district","total_ntd","land_area","main_building_material","building_area","num_room","num_hall","num_toilet","transaction_year","transaction_month","building_age","mlr_resid"
"Zhongshan Area",13000000,23.98,"Strengthen brickwork",86.74,3,2,1,2019,10,1950,249.06344845385
"Neihu District",13000000,39,"Strengthen brickwork",79.56,3,2,1,2019,10,1955.6,317.538216608457
"Xinyi District",18700000,51.11,"Strengthen brickwork",162.63,3,1,2,2019,11,1942,-744.881505946813
"Songshan District",20180000,40,"Strengthen brickwork",111.3,3,2,2,2019,10,1956,290.71705400241
"Zhongshan Area",19100000,29.55,"Strengthen brickwork",113.57,3,2,2,2019,10,1952,384.194442605685
"Xinyi District",10200000,26.06,"Strengthen brickwork",101.59,3,2,2,2019,9,1950,-641.236812724094
"Xinyi District",19100000,25.72,"Strengthen brickwork",91.99,3,2,2,2019,10,1951,765.8784346127
"Nangang District",17800000,35,"Strengthen brickwork",95.43,3,2,2,2019,10,1960,35.4290259059204
"Beitou",14800000,32.6,"Strengthen brickwork",81.35,3,2,2,2019,9,1945.75,189.891341569728
"Xinyi District",8400000,35.01,"Strengthen brickwork",91.65,3,2,2,2019,10,1950,-680.398214682754
"Songshan District",9300000,27.2,"Strengthen brickwork",98.74,3,2,1,2019,9,1951,-888.547277480943
"Wanhua District",9380000,15.56,"Strengthen brickwork",50.03,3,1,1,2019,9,1952,627.788618543744
"Zhongzheng District",26000000,24.2,"Strengthen brickwork",124.67,3,2,2,2019,10,1944,-83.9474919247565
"Xinyi District",18080000,45,"Strengthen brickwork",152.16,3,2,2,2019,8,1953,-692.500047693698
"Beitou",12000000,17.4,"Strengthen brickwork",60.12,3,2,1,2019,11,1945.75,304.235738110518
"Nangang District",19050000,23.74,"Strengthen brickwork",151.39,3,2,1,2019,10,1942,-1187.87020067847
"Beitou",10870000,26.25,"Strengthen brickwork",71.94,3,2,1,2019,10,1959,-55.0049214858383
"Songshan District",17600000,30.39,"Strengthen brickwork",107.57,3,2,2,2019,10,1944,-1.72399943277368
"Zhongshan Area",13250000,34.1,"Strengthen brickwork",119.06,3,2,2,2019,10,1945,-495.171329951452
"Zhongshan Area",17000000,47.06,"Strengthen brickwork",115.93,3,2,2,2019,11,1947,106.754394961308
"Zhongshan Area",17000000,32.04,"Strengthen brickwork",124.28,3,2,1,2019,10,1946,-97.8332940703595
"Wenshan District",13950000,12.76,"Strengthen brickwork",124.97,3,2,2,2019,9,1947,-376.684557196511
"shihlin",16000000,21.97,"Strengthen brickwork",87.8,3,2,2,2019,10,1931,623.940984123949
"Wenshan District",9680000,17.51,"Strengthen brickwork",63.09,3,1,1,2019,11,1939.833333,586.534017367892
"Zhongshan Area",12770000,39.35,"Strengthen brickwork",88.37,3,2,1,2019,10,1949,212.352472317565
"Songshan District",32500000,52.07,"Strengthen brickwork",136.36,3,3,2,2019,10,1953,798.532415436273
"Neihu District",13500000,26.6,"Strengthen brickwork",94.94,3,1,2,2019,6,1943.285714,24.5831454854804
"Daan District",13200000,23.64,"Strengthen brickwork",116.84,3,2,2,2019,11,1946,-252.279831693824
"Xinyi District",27680000,27.07,"Strengthen brickwork",133.69,3,2,2,2019,11,1949,694.910344357915
"Xinyi District",12000000,10.05,"Strengthen brickwork",70.95,3,1,2,2019,11,1945,420.974694504812
"Zhongzheng District",25500000,39.5,"See other registration items",111.17,3,2,2,2019,10,1961,-179.16357187849
"Songshan District",20800000,16.83,"Strengthen brickwork",92.51,3,2,1,2019,10,1947,726.722959732475
"Beitou",14100000,27.69,"Strengthen brickwork",53.83,3,2,2,2019,10,1945.75,725.174668772724
"Daan District",16800000,33.95,"Strengthen brickwork",130.73,3,1,2,2019,11,1949,71.6308457987168
"Songshan District",15200000,26.22,"Strengthen brickwork",99.06,3,2,2,2019,10,1946,-102.756432187533
"Daan District",11750000,26.12,"Strengthen brickwork",85.25,3,2,1,2019,10,1951,329.863880062724
"Xinyi District",25700000,42.1,"Strengthen brickwork",157.85,3,2,2,2019,10,1949,-21.8744743587528
"Nangang District",32800000,22.02,"Strengthen brickwork",129.13,3,2,2,2019,11,1945,668.286291787598
"Beitou",13500000,22.4,"Strengthen brickwork",90.27,3,2,1,2019,11,1942,-186.113339832698
"Nangang District",33000000,14.76,"Strengthen brickwork",160.53,3,2,2,2019,10,1947,-51.2548713637048
"Songshan District",29080000,47.09,"Strengthen brickwork",155.53,3,2,2,2019,9,1930,58.7666223207761
"Zhongshan Area",12150000,24.72,"Strengthen brickwork",87.32,3,2,1,2019,10,1947,103.191411031535
"Songshan District",18100000,34.75,"Strengthen brickwork",120.1,3,2,1,2019,10,1956,-127.931147276772
"Wenshan District",7600000,24,"Strengthen brickwork",83.84,3,1,1,2019,10,1949,-191.253389115731
"Datong District",23700000,21.71,"Strengthen brickwork",141.41,3,2,1,2019,9,1956,-402.943740897624
"Wenshan District",8200000,16.14,"Strengthen brickwork",76.05,3,2,2,2019,11,1949,-92.3546403351959
"Beitou",19000000,18.14,"Strengthen brickwork",101.46,3,2,2,2019,10,1938,170.877484088523
"Nangang District",30880000,25.42,"Strengthen brickwork",132.82,3,2,2,2019,10,1950,440.222004436477
"Beitou",19200000,26.13,"Strengthen brickwork",127.6,3,2,2,2019,10,1934,-408.20056592586
"Nangang District",31250000,67.5,"Strengthen brickwork",119.55,3,2,1,2019,10,1955.176471,942.123638617052
"Songshan District",17660000,52.75,"Strengthen brickwork",159.63,3,2,2,2019,11,1956,-1076.06754997329
"Songshan District",20300000,20.23,"Strengthen brickwork",107.8,3,2,2,2019,10,1942,268.733059539833
"Daan District",12380000,30.75,"Strengthen brickwork",92.93,3,2,2,2019,11,1956,249.595592640554
"Zhongshan Area",14380000,27.8,"Strengthen brickwork",101.08,3,2,2,2019,10,1950,79.78339307254
"Zhongzheng District",29000000,46.25,"See other registration items",128.48,3,2,2,2019,10,1961,-244.463338872635
"Xinyi District",30280000,29.14,"Strengthen brickwork",197.82,3,2,1,2019,10,1929,-602.978342216756
"Xinyi District",25000000,41.42,"Strengthen brickwork",156.64,3,2,2,2019,11,1946,-74.3082186269736
"Nangang District",27200000,28.72,"Strengthen brickwork",145.76,3,2,2,2019,10,1951,-186.625579240026
"Songshan District",27800000,27.67,"Strengthen brickwork",137.97,3,1,1,2019,10,1955,594.90548260226
"Zhongshan Area",13660000,38.27,"Strengthen brickwork",105.13,3,2,1,2019,10,1945,-73.3042402712521
"shihlin",10800000,33.05,"Strengthen brickwork",94.3,3,2,1,2019,10,1942,-124.505120837084
"shihlin",17270000,28.43,"Strengthen brickwork",111.97,3,2,2,2019,10,1931,238.613917967186
"Songshan District",17180000,19.81,"Strengthen brickwork",106.36,3,2,2,2019,10,1945,-45.337049399431
"Beitou",17700000,32,"Strengthen brickwork",90.93,3,2,1,2019,10,1959,431.726435985824
"Beitou",14500000,35.25,"Strengthen brickwork",104.88,3,2,1,2019,10,1956.675,-292.173019022151
"Xinyi District",10397000,36.13,"Strengthen brickwork",105.15,3,2,2,2019,11,1944,-686.122432356218
"Zhongzheng District",29000000,32.8,"Strengthen brickwork",113.73,3,2,2,2019,8,1946,474.337582321543
"Zhongzheng District",19300000,33.37,"Strengthen brickwork",76.54,3,2,1,2019,10,1960.071429,453.892667034638
"Wanhua District",16140000,30.2,"Strengthen brickwork",105.79,3,1,2,2019,10,1954,313.911555935538
"Zhongzheng District",33680000,27.15,"Strengthen brickwork",125.51,3,2,2,2019,10,1954,656.553662298503
"Daan District",5500000,9.4,"Strengthen brickwork",48.51,3,1,2,2019,10,1926,36.069959696201
"Beitou",17000000,27.38,"Strengthen brickwork",97.31,3,2,2,2019,10,1951,116.016859952477
"Zhongshan Area",10800000,29.43,"Strengthen brickwork",102.1,3,2,1,2019,10,1949,-415.507130223703
"Xinyi District",13680000,26.25,"See other registration items",95.4,3,2,2,2019,10,1960,-484.465187412486
"Xinyi District",15380000,54.73,"Strengthen brickwork",160.63,3,2,2,2019,10,1952,-1188.27159549202
"Xinyi District",11000000,19.75,"Strengthen brickwork",72.05,3,2,1,2019,11,1953,206.695565622127
"Beitou",12880000,32,"See other registration items",77.84,3,2,1,2019,10,1956.675,-89.9368611796959
"Neihu District",18350000,42.2,"Strengthen brickwork",114.71,3,2,2,2019,11,1942,98.6437201776066
"Zhongshan Area",17380000,31.44,"Strengthen brickwork",118.67,3,2,2,2019,10,1948,50.6248131830316
"Zhongshan Area",16460000,39.17,"Strengthen brickwork",104.25,3,2,1,2019,10,1946,315.14714606619
"shihlin",11500000,29.72,"Strengthen brickwork",92.77,3,2,2,2019,10,1945.885714,-8.65932249978844
"Zhongshan Area",12000000,31.66,"Strengthen brickwork",95.2,3,2,2,2019,10,1950,-103.264682194056
"Beitou",5000000,11.88,"Strengthen brickwork",28.36,3,2,2,2019,11,1956,-190.96501464932
"Daan District",5700000,29.37,"Strengthen brickwork",81.44,3,1,1,2019,10,1951,-476.141406229805
"Xinyi District",17500000,38.5,"Strengthen brickwork",130.86,3,2,2,2019,11,1947,-299.364038513115
"Zhongzheng District",18450000,29.2,"Strengthen brickwork",100.4,3,2,2,2019,11,1946.190476,-300.274258324007
"Zhongzheng District",28300000,24.2,"Strengthen brickwork",124.67,3,2,2,2019,10,1944,136.807425790613
"Beitou",24000000,23.2,"Strengthen brickwork",129.79,3,2,2,2019,10,1949,123.639276564022
"Nangang District",19800000,31.25,"Strengthen brickwork",110.16,3,2,2,2019,10,1955.176471,-105.688870671181
"Xinyi District",15800000,22.39,"Strengthen brickwork",121.28,3,2,2,2019,9,1953,-308.274373717332
"Daan District",11100000,39.25,"Strengthen brickwork",120.62,3,2,2,2019,10,1955,-564.553958076873
"Zhongzheng District",32000000,26.06,"Strengthen brickwork",135.96,3,2,2,2019,11,1953,267.022410374641
"Zhongshan Area",15650000,27.8,"Strengthen brickwork",99.67,3,2,2,2019,9,1950,270.852493177583
"Wanhua District",12900000,30.25,"See other registration items",92.24,3,2,3,2019,11,1960,367.006790424504
"Zhongzheng District",9000000,20.6,"Strengthen brickwork",71.41,3,2,2,2019,10,1947,-950.196070699045
"Xinyi District",1500000,31.38,"Strengthen brickwork",34.31,3,2,2,2019,10,1954,-1022.4064258573
"Daan District",12580000,31.25,"Strengthen brickwork",87.02,3,2,2,2019,11,1956,415.299375372489
"Nangang District",18800000,30.2,"Strengthen brickwork",100.93,3,2,2,2019,10,1950,-34.3679326299981
"Beitou",11400000,31.2,"Strengthen brickwork",106.89,3,2,2,2019,10,1948,-856.516531072219
"Zhongshan Area",11500000,32.25,"Strengthen brickwork",90.81,3,2,1,2019,10,1952,-29.1739785983825
"Wenshan District",18500000,29.46,"Strengthen brickwork",149.99,3,2,2,2019,10,1941,-369.589606594677
"Zhongshan Area",13000000,45.49,"Strengthen brickwork",123.24,3,2,2,2019,8,1941,-627.980646152172
"Beitou",21800000,35.5,"Strengthen brickwork",109.08,3,2,2,2019,11,1956,440.11290749876
"Neihu District",11000000,26.45,"Strengthen brickwork",95.7,3,2,1,2019,11,1955.6,-368.71951347585
"Nangang District",27080000,25.22,"Strengthen brickwork",133.69,3,2,2,2019,11,1949,67.0633037048575
"Xinyi District",16300000,45.75,"Strengthen brickwork",117.06,3,2,1,2019,10,1957,-31.9380984470073
"Xinyi District",7500000,38.78,"Strengthen brickwork",93.47,3,2,2,2019,11,1949,-872.23696718501
"Zhongshan Area",10600000,30.31,"Strengthen brickwork",86.74,3,2,1,2019,10,1951,-80.3773419243189
"Xinyi District",27000000,34.08,"Strengthen brickwork",146.55,3,2,2,2019,9,1940,296.746215165902
"Beitou",23300000,21.52,"Strengthen brickwork",106.79,3,2,2,2019,10,1938.125,525.072707893852
"Zhongshan Area",13560000,35.58,"Strengthen brickwork",102.13,3,2,2,2019,10,1943,-68.7656881474627
"shihlin",14100000,27.25,"Strengthen brickwork",94.5,3,2,2,2019,11,1956.9375,367.842501705081
"Zhongzheng District",25750000,28.85,"Strengthen brickwork",110.73,3,2,2,2019,11,1946.190476,239.9569149803
"Xinyi District",27600000,27.04,"Strengthen brickwork",128.56,3,2,2,2019,10,1936,737.448897375447
"Xinyi District",25000000,50,"Strengthen brickwork",132.95,3,2,2,2019,11,1950,511.847333219611
"Daan District",9400000,29.16,"Strengthen brickwork",102.58,3,2,2,2019,9,1943,-502.534400784957
"Nangang District",18800000,36.12,"Strengthen brickwork",99.98,3,2,1,2019,10,1955.176471,61.7817189169631
"Nangang District",27680000,43.5,"Strengthen brickwork",108.51,3,2,2,2019,11,1955.176471,779.165652106211
"Zhongshan Area",12380000,26.26,"Strengthen brickwork",86.85,3,2,1,2019,10,1947,150.635472531152
"Zhongshan Area",7560000,24.57,"Strengthen brickwork",81.92,3,2,1,2019,6,1946,-535.03278643945
"shihlin",3800000,18.5,"Strengthen brickwork",46.86,3,2,2,2019,11,1956.9375,-361.602868849547
"Wenshan District",8700000,14.55,"Strengthen brickwork",90.61,3,1,1,2019,11,1950,-167.504091971779
"Songshan District",10000000,29.5,"Strengthen brickwork",80.34,3,1,1,2019,11,1958,-163.280071480808
"Zhongshan Area",14980000,29.7,"Strengthen brickwork",109.22,3,2,2,2019,11,1946,-38.7505868520669
"Zhongshan Area",10000000,23.93,"Strengthen brickwork",109.24,3,2,1,2019,10,1947,-727.204486738222
"Beitou",26089800,10.74,"Strengthen brickwork",80.66,3,2,2,2019,10,1940.625,1393.53959649057
"Beitou",8850000,29.25,"Strengthen brickwork",84.47,3,2,1,2019,11,1956.675,-664.293784624105
"Daan District",11400000,14.92,"Strengthen brickwork",107.35,3,2,2,2019,11,1949,-297.348443685831
"Xinyi District",21880000,43.1,"Strengthen brickwork",124.47,3,2,2,2019,9,1947,342.796845977876
"Daan District",9900000,9.67,"Strengthen brickwork",81.76,3,1,1,2019,11,1932,140.887287539249
"Zhongzheng District",22000000,11.08,"Strengthen brickwork",77.63,3,2,2,2019,9,1940.777778,538.23982085587
"Zhongzheng District",16900000,29.5,"Strengthen brickwork",111.49,3,2,3,2019,11,1945,-779.974860514815
"Zhongzheng District",22280000,19.39,"Strengthen brickwork",101.3,3,2,1,2019,10,1945,103.47593952101
"shihlin",2000000,8.15,"Strengthen brickwork",19.68,3,1,2,2019,11,1956.9375,-157.29406044102
"Datong District",26500000,18.92,"Strengthen brickwork",103.67,3,2,2,2019,11,1947,671.809398751961
"Beitou",15000000,28.33,"Strengthen brickwork",107.52,3,2,2,2019,11,1943,-400.243802757862
"Daan District",14500000,33.53,"Strengthen brickwork",118.22,3,2,2,2019,11,1950,-65.8334817973443
"Zhongzheng District",11130000,5.97,"Strengthen brickwork",40.23,3,2,2,2019,11,1937,25.6274979550747
"Xinyi District",26080000,35.34,"Strengthen brickwork",165.63,3,2,2,2019,10,1944,-204.466885073442
"Nangang District",18600000,31.5,"Strengthen brickwork",94.97,3,2,2,2019,11,1956,117.26217881902
"Nangang District",23260000,21.38,"Strengthen brickwork",109.8,3,2,2,2019,10,1952,236.230342751794
"Beitou",14000000,28.14,"Strengthen brickwork",108.88,3,2,2,2019,10,1945,-559.06206203654
"Zhongshan Area",18230000,48.27,"Strengthen brickwork",128.06,3,2,2,2019,11,1932,-95.4926160978261
"shihlin",13000000,32.25,"Strengthen brickwork",94,3,2,1,2019,11,1958,282.095980540895
"Zhongzheng District",16680000,16.5,"Strengthen brickwork",68.06,3,1,1,2019,10,1965,461.184098123756
"Zhongzheng District",30500000,11.36,"Strengthen brickwork",104.27,3,2,2,2019,10,1950,807.161237429652
"Zhongzheng District",21660000,19.94,"Strengthen brickwork",103.1,3,2,1,2019,10,1945,-2.78705202187847
"Xinyi District",10201960,36.75,"Strengthen brickwork",134.2,3,2,2,2019,11,1949,-1360.22358621335
"Xinyi District",22300000,17.59,"Strengthen brickwork",134,3,2,2,2019,11,1942,91.8887740400851
"Nangang District",14500000,27.62,"Strengthen brickwork",90.47,3,2,1,2019,11,1955,-263.483326679068
"Nangang District",19500000,25.5,"Strengthen brickwork",90.95,3,2,2,2019,11,1951,274.180815428305
"Songshan District",16300000,29.1,"Strengthen brickwork",103.72,3,2,2,2019,10,1949,-49.9957601262954
"Zhongshan Area",10500000,31.19,"Strengthen brickwork",84.47,3,2,2,2019,11,1953,-61.136196956382
"shihlin",10750000,23.37,"Strengthen brickwork",82.62,3,2,2,2019,11,1950,122.337620225221
"Wanhua District",20380000,33.12,"Strengthen brickwork",146.71,3,2,2,2019,10,1931,-374.226948819482
"Zhongshan Area",10000000,28.65,"Strengthen brickwork",112.02,3,2,3,2019,11,1949,-834.298843121201
"Zhongshan Area",16700000,34.58,"Strengthen brickwork",104.34,3,2,1,2019,10,1946,331.285197913579
"Songshan District",16650000,31,"Strengthen brickwork",109.98,3,2,2,2019,11,1951,-131.486701891835
"Beitou",22000000,22.47,"Strengthen brickwork",122.26,3,1,1,2019,10,1938.125,207.764041535834
"Nangang District",26000000,15.57,"Strengthen brickwork",123.3,3,2,2,2019,11,1951,187.597481288431
"Beitou",17540000,43.25,"Strengthen brickwork",115.97,3,2,2,2019,11,1955,-185.414453222609
"Neihu District",9650000,29.56,"Strengthen brickwork",100.69,3,2,2,2019,10,1943.285714,-785.710290647053
"Xinyi District",20800000,28.26,"Strengthen brickwork",111.59,3,2,2,2019,11,1946,492.09311834723
"Daan District",4230000,32.75,"Strengthen brickwork",90.29,3,1,1,2019,12,1952,-987.05330686448
"Daan District",16880000,49.25,"Strengthen brickwork",150.36,3,2,2,2019,10,1933,-554.412266683043
"Zhongzheng District",22000000,17.69,"Strengthen brickwork",118.05,3,2,2,2019,11,1944,-350.661773660534
"Zhongshan Area",12500000,31.51,"Strengthen brickwork",113.86,3,2,2,2019,11,1947,-471.266732417844
"Nangang District",17430000,40.75,"Strengthen brickwork",107.2,3,2,2,2019,11,1948,-318.234541734293
"Daan District",10800000,25.44,"Strengthen brickwork",84.14,3,2,2,2019,8,1950,162.00797631083
"Zhongzheng District",29000000,11.4,"Strengthen brickwork",105.8,3,2,2,2019,10,1945,610.39582422065
"Nangang District",13100000,32.62,"Strengthen brickwork",88.12,3,2,1,2019,11,1956,-380.748244703927
"Beitou",21000000,34.25,"Strengthen brickwork",97.6,3,2,2,2019,11,1956,615.081875128631
"Xinyi District",25000000,27.55,"Strengthen brickwork",130.76,3,2,1,2019,10,1944,507.78678299424
"Daan District",15000000,38.87,"Strengthen brickwork",115.53,3,2,2,2019,10,1954,88.288711457901
"Zhongshan Area",12300000,27.38,"Strengthen brickwork",94.69,3,2,2,2019,11,1950,-53.6494189476323
"Zhongshan Area",13600000,32.06,"Strengthen brickwork",113.97,3,2,2,2019,10,1944,-339.954831420674
"Zhongshan Area",13200000,25.4,"Strengthen brickwork",104.84,3,2,2,2019,11,1947,-180.781273113099
"Zhongshan Area",13380000,29.73,"Strengthen brickwork",92.19,3,2,2,2019,11,1950,160.449270553196
"Datong District",27980000,24.02,"Strengthen brickwork",116.32,3,2,2,2019,10,1943,510.047091898299
"Songshan District",10000000,31.95,"Strengthen brickwork",110.08,3,2,2,2019,11,1950,-1054.44307808357
"Nangang District",17000000,36.08,"Strengthen brickwork",99.22,3,2,2,2019,10,1948,-202.974361288931
"Zhongzheng District",32500000,38.6,"Strengthen brickwork",114.47,3,2,1,2019,9,1940,798.434875541441
"Beitou",13500000,21.2,"Strengthen brickwork",81.24,3,2,1,2019,11,1941,14.1809063902721
"Beitou",6870000,17.18,"Strengthen brickwork",53.28,3,2,2,2019,11,1949,-400.870356969205
"Zhongshan Area",12250000,23.72,"Strengthen brickwork",76.73,3,2,2,2019,11,1947,329.589565787295
"Zhongzheng District",19480000,34.77,"Strengthen brickwork",117.9,3,2,2,2019,11,1948,-562.833063453868
"Daan District",13560000,29.25,"Strengthen brickwork",98.91,3,2,2,2019,11,1946,223.809951044768
"Nangang District",21850000,16.46,"Strengthen brickwork",99.09,3,2,1,2019,11,1944.609756,326.971223341538
"Beitou",20880000,19.11,"Strengthen brickwork",100.42,3,2,2,2019,11,1948,461.304591748084
"Zhongshan Area",14000000,26.27,"Strengthen brickwork",94.69,3,2,2,2019,9,1946,148.214595208059
"Zhongshan Area",14680000,31.04,"Strengthen brickwork",102.03,3,2,1,2019,11,1937,82.6681021009933
"shihlin",14300000,30.32,"Strengthen brickwork",109.14,3,2,2,2019,11,1947,16.7054846149837
"shihlin",8500000,17.51,"Strengthen brickwork",89.04,3,2,2,2019,10,1947,-422.987544964887
"shihlin",5730000,15.3,"Strengthen brickwork",53.59,3,2,2,2019,11,1949,-118.384697087972
"Wenshan District",10700000,34.85,"Strengthen brickwork",120.38,3,2,2,2019,11,1949,-660.329860424224
"Songshan District",13000000,13.52,"Strengthen brickwork",82.27,3,2,2,2019,10,1954,-1.67017277348194
"Zhongshan Area",18300000,20.88,"Strengthen brickwork",111.77,3,2,2,2019,12,1944,284.001097645282
"Zhongshan Area",12670000,28.63,"Strengthen brickwork",99.74,3,2,2,2019,11,1944,-143.494452190166
"Zhongshan Area",9500000,24.77,"Strengthen brickwork",80.3,3,2,1,2019,11,1951,-113.812931066179
"Zhongshan Area",18150000,33.23,"Strengthen brickwork",119.88,3,2,2,2019,11,1935,61.1659307862617
"Nangang District",16000000,27,"Strengthen brickwork",76.01,3,2,2,2019,11,1956,230.30256041487
"Neihu District",10800000,43.93,"Strengthen brickwork",105.1,3,2,2,2019,11,1955.6,-607.50662189364
"Daan District",13900000,12.89,"Strengthen brickwork",109.39,3,1,2,2019,11,1932,59.2234861247417
"Datong District",24500000,27.68,"Strengthen brickwork",96.19,3,2,2,2019,11,1944.583333,655.927431411137
"Zhongshan Area",12000000,24.16,"Strengthen brickwork",79.6,3,2,1,2019,11,1948,268.256425803395
"Beitou",31900000,21.81,"Strengthen brickwork",119.85,3,2,2,2019,11,1945,1084.33529361643
"Daan District",10500000,48.5,"Strengthen brickwork",90.67,3,1,1,2019,11,1957,245.265755134744
"shihlin",8880000,27.01,"Strengthen brickwork",80.03,3,2,1,2019,12,1947,-82.1794660603854
"Xinyi District",23500000,22.48,"Strengthen brickwork",124.9,3,2,2,2019,11,1944,448.58406015684
"Beitou",4000000,13.19,"Strengthen brickwork",61.99,3,2,2,2019,11,1945,-1251.68660401245
"Beitou",12350000,20,"Strengthen brickwork",77.43,3,2,1,2019,11,1953,-3.1261812134774
"Nangang District",17560000,38.25,"Strengthen brickwork",96.52,3,2,1,2019,11,1955.176471,6.6250467118588
"Beitou",23000000,28,"Strengthen brickwork",85.07,3,2,1,2019,11,1955.666667,1134.89291271725
"Beitou",15950000,27.36,"Strengthen brickwork",116.54,3,2,2,2019,11,1944,-484.868801539249
"Zhongshan Area",12600000,42.88,"Strengthen brickwork",105.52,3,1,2,2019,11,1949,-88.8676622059169
"Zhongshan Area",9000000,34.75,"Strengthen brickwork",84.57,3,1,1,2019,10,1953,-127.016079473247
"Songshan District",13500000,25.5,"See other registration items",86.92,3,2,1,2019,11,1962,-224.202304817556
"Wenshan District",15000000,35.9,"Strengthen brickwork",127.84,3,1,2,2019,10,1947,-104.109188282951
"shihlin",17000000,33.32,"Strengthen brickwork",119.63,3,1,2,2019,11,1935,204.707870937963
"shihlin",9060000,28.07,"Strengthen brickwork",98.5,3,2,1,2019,11,1950,-465.961187425056
"Datong District",28000000,64.75,"Strengthen brickwork",164.8,3,2,2,2019,12,1957.272727,-425.723035854468
"shihlin",22000000,40.29,"Strengthen brickwork",118.01,3,2,2,2019,10,1940,706.609581523729
"Wanhua District",14300000,27.5,"Strengthen brickwork",92.11,3,2,2,2019,10,1953,243.139707549653
"Zhongshan Area",16500000,33.26,"Strengthen brickwork",128.78,3,2,2,2019,11,1949,-274.616759851969
"Songshan District",19200000,8.08,"Strengthen brickwork",103.03,3,2,2,2019,11,1947,254.486654797125
"Nangang District",20380000,44.7,"Strengthen brickwork",121.14,3,2,2,2019,11,1955,-256.501686283449
"Beitou",14580000,27.05,"Strengthen brickwork",105.54,3,2,2,2019,10,1943,-417.699100818335
"Daan District",17000000,50,"See other registration items",97.81,3,2,1,2019,10,1959,-254.445148595214
"Xinyi District",26500000,30.07,"Strengthen brickwork",158.02,3,2,2,2019,10,1946,8.54044693536283
"Xinyi District",16140000,16.62,"Strengthen brickwork",86.3,3,2,1,2019,11,1944,528.153668690695
"Zhongzheng District",25980000,44.75,"Strengthen brickwork",108.58,3,2,1,2019,11,1960.071429,452.796103321245
"Zhongzheng District",21960000,37.25,"See other registration items",98.34,3,2,2,2019,9,1964,-229.881169287845
"shihlin",9210000,26,"Strengthen brickwork",87.27,3,2,1,2019,11,1956.9375,-154.044968463673
"Xinyi District",17900000,31.72,"Strengthen brickwork",120.07,3,2,2,2019,11,1944,-34.3050260409017
"Zhongzheng District",11560000,18.2,"Strengthen brickwork",65.76,3,2,1,2019,11,1947,-385.780918525337
"shihlin",12350000,24.54,"Strengthen brickwork",90.75,3,2,2,2019,11,1945.885714,153.597353630542
"Xinyi District",22800000,24.82,"Strengthen brickwork",115.54,3,2,2,2019,12,1945,607.387391787186
"Nangang District",30000000,26.36,"Strengthen brickwork",138.86,3,2,2,2019,10,1952,233.248597032298
"Beitou",20000000,41,"Strengthen brickwork",150.84,3,2,2,2019,12,1952,-719.431057876674
"Zhongshan Area",17620000,28.91,"Strengthen brickwork",110.88,3,2,2,2019,11,1936,200.090679427642
"Songshan District",26300000,24.56,"Strengthen brickwork",139.18,3,2,1,2019,10,1953,266.943577662659
"Zhongshan Area",23030000,28,"Strengthen brickwork",130.53,3,2,2,2019,11,1924,288.620283745374
"Zhongshan Area",18800000,35.61,"Strengthen brickwork",127.8,3,2,2,2019,11,1946,13.1475967323165
"Beitou",11000000,25.75,"Strengthen brickwork",63.9,3,2,1,2019,10,1956.675,137.467304532055
"Beitou",14500000,8.2,"Strengthen brickwork",72.92,3,2,2,2019,11,1938,258.391622533305
"Daan District",17800000,37.75,"Strengthen brickwork",95.61,3,2,2,2019,12,1954,901.190588473203
"Xinyi District",22880000,24.15,"Strengthen brickwork",114.9,3,2,2,2019,11,1945,623.530419338172
"Xinyi District",17500000,23.96,"Strengthen brickwork",109.03,3,2,2,2019,11,1945,158.308716983517
"Xinyi District",16000000,29.2,"Strengthen brickwork",106.42,3,2,2,2019,11,1952,81.7320715253943
"Zhongzheng District",15000000,23.4,"Strengthen brickwork",92.95,3,2,1,2019,10,1946.190476,-535.74747600073
"Xinyi District",17600000,36,"Strengthen brickwork",127.68,3,2,2,2019,11,1951,-201.015432202778
"Zhongzheng District",18000000,30.25,"Strengthen brickwork",81.04,3,1,1,2019,12,1960.071429,341.277015089052
"Xinyi District",26000000,29.2,"Strengthen brickwork",135.11,3,2,2,2019,11,1943,476.343594415814
"Zhongzheng District",10000000,8.37,"Strengthen brickwork",39.84,3,2,2,2019,12,1936.9,-128.540029849723
"Zhongzheng District",27000000,25.01,"Strengthen brickwork",120.17,3,2,2,2019,10,1945,123.674301561603
"Zhongzheng District",16680000,37.25,"Strengthen brickwork",105.52,3,2,2,2019,10,1960.071429,-548.161825567196
"Beitou",21500000,20.27,"Strengthen brickwork",101.77,3,2,2,2019,11,1946,490.752288748056
"Nangang District",19280000,30.4,"Strengthen brickwork",103.46,3,2,2,2019,10,1949.318182,-40.4529145787209
"Nangang District",11600000,30.75,"Strengthen brickwork",103.46,3,2,2,2019,11,1955,-991.90611703049
"Songshan District",16000000,23.4,"Strengthen brickwork",97.08,3,2,2,2019,11,1948,52.1964423328508
"Songshan District",20000000,13.11,"Strengthen brickwork",111.1,3,2,2,2019,12,1945,166.933590496253
"Zhongshan Area",10000000,21.66,"Strengthen brickwork",80.22,3,2,1,2019,11,1947,-58.8042533193789
"Zhongshan Area",14000000,40.46,"Strengthen brickwork",117.95,3,2,1,2019,10,1946,-312.78039703947
"Songshan District",13000000,18.01,"Strengthen brickwork",88.14,3,0,3,2019,11,1933,20.6247296393794
